PG_Name,Address,Area,Contact,Amenities,Primary_Image_URL,All_Image_URLs,Image_Count,Detail_Page_URL,Source
"SRI DURGA BHAVANI NEW EXECUTIVE PAYING GUEST FOR LADIES","# 681, 22nd Cross, 15th Main, Near HSR Club, Sector 3, HSR Layout, Near BDA Complex, Bangalore - 560102 Landmark: Near HSR CLub and BDA Complex","hsrlayout","9964841719","wifi; ac; tv; parking; meals; laundry; security; refrigerator","https://www.payingguestinbengaluru.com/PG-in-Bangalore-Assets/images/Paying-guest-in-bangalore-credits.jpg","https://www.payingguestinbengaluru.com/PG-in-Bangalore-Assets/images/Paying-guest-in-bangalore-credits.jpg; https://4.bp.blogspot.com/-USUvpk27q8c/VQ-TPpG9h4I/AAAAAAAAAug/b3M9E_cKbN8/s1600/IMG-20150318-WA0004.jpg; https://1.bp.blogspot.com/-IHQu6Lgj3v8/VR0YS9BVwTI/AAAAAAAAA00/KAM8o8OFqEw/s1600/IMG_3729.JPG; https://4.bp.blogspot.com/-J6Zm4NgUpNo/VR0YUqqdCiI/AAAAAAAAA1A/Yzm6D8qwj5M/s1600/IMG_3730.JPG; https://1.bp.blogspot.com/-C2yyiPHcDSI/VQ-TTacHIlI/AAAAAAAAAvc/gbT3O72XFmQ/s1600/IMG-20150319-WA0002.jpg",5,"https://www.payingguestinbengaluru.com/S L B NEW EXECUTIVE PAYING GUEST FOR LADIES IN HSR LAYOUT.html","payingguestinbengaluru.com"
"SRI SAI RAM NEW LUXURY PG FOR LADIES","# 30, G N R, 13th B Cross, 6th Main,  Teacher's colony, HSR Layout, Koramangala 1st Block, Bangalore Landmark: Near ICICI Bank ATM & Very close to Silkboard, HSR & Jakkasandra","hsrlayout","9945801094","wifi; ac; tv; parking; meals; laundry; security; refrigerator","https://www.payingguestinbengaluru.com/PG-in-Bangalore-Assets/images/Paying-guest-in-bangalore-credits.jpg","https://www.payingguestinbengaluru.com/PG-in-Bangalore-Assets/images/Paying-guest-in-bangalore-credits.jpg; https://3.bp.blogspot.com/-Den0ynE3R9o/WkJEgvBKCmI/AAAAAAAAHLM/TyLCpWn330g9wxVsEm3VZuP5JjcDQQkYACLcBGAs/s1600/WhatsApp%2BImage%2B2017-12-24%2Bat%2B6.19.53%2BPM.jpeg; https://2.bp.blogspot.com/-DlAVak3u-tc/WkJEgtWKNkI/AAAAAAAAHLI/bmwonmpnmgg32fQ8sObD9pxD9MAepzqTACLcBGAs/s1600/WhatsApp%2BImage%2B2017-12-24%2Bat%2B6.20.53%2BPM.jpeg; https://2.bp.blogspot.com/-m6mdCb2v1VU/WOA6dr4wBYI/AAAAAAAAGl4/RvPAkaHTPvYLPvMs1kfKO-TrkTesF1XTgCLcB/s1600/WhatsApp%2BImage%2B2017-03-23%2Bat%2B5.11.21%2BPM.jpeg; https://1.bp.blogspot.com/-BiNVvywCzfo/WjsC7vX4yMI/AAAAAAAAHKs/sOLoT4doJFEwbgVs5CGZeppo68pP28YywCLcBGAs/s1600/WhatsApp%2BImage%2B2017-12-17%2Bat%2B12.06.40%2BPM.jpeg",5,"https://www.payingguestinbengaluru.com/SRI SAI RAM NEW LUXURY PG FOR LADIES IN KORAMANGALA 1ST BLOCK BANGALORE.html","payingguestinbengaluru.com"
"SRI RAM  NEW LUXURY PAYING GUEST FOR LADIES","# 89, 1st Avenue, 2nd Cross, Teachers Colony, HSR Layout, Near Sapna Store, Koramangala 1st block, Bangalore-34 Landmark: Behind Aranya Hotel and Caramel School, Very close to Silkboard","hsrlayout","9743600402","wifi; ac; tv; parking; meals; laundry; security; refrigerator","https://www.payingguestinbengaluru.com/PG-in-Bangalore-Assets/images/Paying-guest-in-bangalore-credits.jpg","https://www.payingguestinbengaluru.com/PG-in-Bangalore-Assets/images/Paying-guest-in-bangalore-credits.jpg; https://1.bp.blogspot.com/-YeQXASAmd88/Vg2LUL-lBnI/AAAAAAAADAI/BXksCSOZWwk/s1600/3.jpg; https://4.bp.blogspot.com/-VkALRhHXxO4/Vg2LRqWtaJI/AAAAAAAAC_o/bZg4i_EmUTE/s1600/10.jpg; https://1.bp.blogspot.com/-3IuYUCOXxMc/Vg2LWCBhgVI/AAAAAAAADAg/zc0HHn57MsI/s1600/6.jpg; https://1.bp.blogspot.com/--Z5zLLURqL4/Vg2LU1gYnAI/AAAAAAAADAU/Vwl0oPDq_2s/s1600/4.jpg",5,"https://www.payingguestinbengaluru.com/SRI RAM PG FOR LADIES IN KORAMANGALA 1ST BLOCK BANGALORE.html","payingguestinbengaluru.com"
"SRI LAKSHMI NARASIMHA LUXURY PAYING GUEST FOR LADIES","# 10, 1st Cross, Vinayak Nagar, AE Matha Temple Street , HSR Layout 6th Sector, Bangalore - 560068","hsrlayout","8904766605","wifi; ac; tv; parking; meals; laundry; refrigerator","https://www.payingguestinbengaluru.com/PG-in-Bangalore-Assets/images/Paying-guest-in-bangalore-credits.jpg","https://www.payingguestinbengaluru.com/PG-in-Bangalore-Assets/images/Paying-guest-in-bangalore-credits.jpg; https://www.payingguestinbengaluru.com/PG-in-Bangalore-Assets/Sri Sai Ganesh Kor/IMG_1296.JPG; https://4.bp.blogspot.com/-2z-wO-AEHbo/VdokJ52NcwI/AAAAAAAACb4/JsaWOb7yeKM/s1600/IMG_4354.JPG; https://1.bp.blogspot.com/-gmuRG4A4EcU/VdokKMj4TlI/AAAAAAAACbw/NoYOFp9s-AY/s1600/IMG_4355.JPG; https://1.bp.blogspot.com/-r_FRNpSpjVY/VdokMPQ2exI/AAAAAAAACcc/gZwsS1fFC3M/s1600/IMG_4365.JPG",5,"https://www.payingguestinbengaluru.com/SRI LAKSHMI BALAJI LUXURY PAYING GUEST FOR LADIES.html","payingguestinbengaluru.com"
"SANDEEP NEW DELUXE PAYING GUEST FOR LADIES","Near Bommanahalli Bustop, Mangammapalya Main Road, Near Lulu Bakery, Bommanahalli, Bangalore Landmark: Near Oxford College of Engineering, Bosch & AMR Tech Park","hsrlayout","9535552583","wifi; ac; tv; meals; laundry; security; cctv; refrigerator","https://www.payingguestinbengaluru.com/PG-in-Bangalore-Assets/images/Paying-guest-in-bangalore-credits.jpg","https://www.payingguestinbengaluru.com/PG-in-Bangalore-Assets/images/Paying-guest-in-bangalore-credits.jpg; https://4.bp.blogspot.com/-Z_3_fZtJFvY/V15NxQBryVI/AAAAAAAAFuo/UHbgru4iKwg6hrRKWZ3rr5a5fpha1xZsACLcB/s1600/IMG_6322.JPG; https://4.bp.blogspot.com/-USUvpk27q8c/VQ-TPpG9h4I/AAAAAAAAAug/b3M9E_cKbN8/s1600/IMG-20150318-WA0004.jpg; https://4.bp.blogspot.com/-USUvpk27q8c/VQ-TPpG9h4I/AAAAAAAAAug/b3M9E_cKbN8/s1600/IMG-20150318-WA0004.jpg; https://www.payingguestinbengaluru.com/PG-in-Bangalore-Assets/Paying Guest Images/DREAMS Paying guest/Dreams (4).jpg",5,"https://www.payingguestinbengaluru.com/SANDEEP NEW DELUXE PAYING GUEST FOR LADIES IN BOMMANAHALLI.html","payingguestinbengaluru.com"
"SHRI SADHGURU SAI NEW EXECUTIVE PG FOR LADIES","Behind Sai Baba Temple, Sector-3, HSR Layout, Bangalore-560102. Landmark: Near HSR Club","hsrlayout","9035888555","wifi; ac; tv; meals; laundry; refrigerator","https://www.payingguestinbengaluru.com/PG-in-Bangalore-Assets/images/Paying-guest-in-bangalore-credits.jpg","https://www.payingguestinbengaluru.com/PG-in-Bangalore-Assets/images/Paying-guest-in-bangalore-credits.jpg; https://1.bp.blogspot.com/-OUfRbnqLw6w/Vkqp1xUrdoI/AAAAAAAADnU/rD3RoiRcTXQ/s1600/IMG_5051.JPG; https://3.bp.blogspot.com/-L2a-E8Ql3aQ/Vkqp0pizFBI/AAAAAAAADm8/Z7Q5qrhqL08/s1600/IMG_5048.JPG; https://2.bp.blogspot.com/-4ab9MArlpXk/Vkqp0Ot_2-I/AAAAAAAADmw/_sBj0ssu5lo/s1600/IMG_5046.JPG; https://1.bp.blogspot.com/-OUfRbnqLw6w/Vkqp1xUrdoI/AAAAAAAADnU/rD3RoiRcTXQ/s1600/IMG_5051.JPG",5,"https://www.payingguestinbengaluru.com/SHRI SADHGURU SAI NEW EXECUTIVE PG FOR LADIES.html","payingguestinbengaluru.com"
"CRYSTAL ROCK NEW EXECUTIVE PAYING GUEST FOR LADIES","# L-151/A, 5th Main, 14th Cross, Sector 6, HSR Layout, Bangalore - 102 Landmark: Opp. to AGR Plaza, Exactly at the Signal B/w HSR BDA & SilkBoard","hsrlayout","9986760759","wifi; ac; tv; meals; laundry; refrigerator","https://www.payingguestinbengaluru.com/PG-in-Bangalore-Assets/images/Paying-guest-in-bangalore-credits.jpg","https://www.payingguestinbengaluru.com/PG-in-Bangalore-Assets/images/Paying-guest-in-bangalore-credits.jpg; https://www.payingguestinbengaluru.com/PG-in-Bangalore-Assets/New Crystal Rock/14.jpg; https://www.payingguestinbengaluru.com/PG-in-Bangalore-Assets/New Crystal Rock/6.jpg; https://www.payingguestinbengaluru.com/PG-in-Bangalore-Assets/New Crystal Rock/12.jpg; https://www.payingguestinbengaluru.com/PG-in-Bangalore-Assets/New Crystal Rock/2.jpg",5,"https://www.payingguestinbengaluru.com/NEW CRYSTAL ROCK EXECUTIVE PAYING GUEST FOR LADIES.html","payingguestinbengaluru.com"
"SRI VENKATA SAI NEW EXECUTIVE PAYING GUEST FOR LADIES","# 977, 22nd Cross, 16th Main, Club Road, HSR Layout 3rd Sector, Near State Bank of Hyderabad, Bangalore","hsrlayout","0964265650","ac; tv; parking; meals; laundry; security; cctv; refrigerator","https://www.payingguestinbengaluru.com/PG-in-Bangalore-Assets/images/Paying-guest-in-bangalore-credits.jpg","https://www.payingguestinbengaluru.com/PG-in-Bangalore-Assets/images/Paying-guest-in-bangalore-credits.jpg; https://1.bp.blogspot.com/-B_GMygqs8dA/VVQTPHc0RjI/AAAAAAAABXM/LselXlhXhUw/s1600/IMG-20150512-WA0009.jpg; https://2.bp.blogspot.com/-EKbZt850U4U/VVQTPL1AHhI/AAAAAAAABXQ/iYEzGGoGVbg/s1600/IMG-20150512-WA0008.jpg; https://4.bp.blogspot.com/-edKBtbgflr0/VVQTOwzX3TI/AAAAAAAABXU/dBDLiXj4s1c/s1600/IMG-20150512-WA0010.jpg; https://4.bp.blogspot.com/-tUFtFS-tHAI/VVQTQqcqJpI/AAAAAAAABXs/ZcawsKff04g/s1600/IMG-20150512-WA0013.jpg",5,"https://www.payingguestinbengaluru.com/SRI VENKATA SAI NEW EXECUTIVE PAYING GUEST FOR LADIES.html","payingguestinbengaluru.com"
"SRI VENKATESHWARA NEW LUXURY PAYING GUEST FOR LADIES","# 225/1, 17th Main, HSR Layout, Landmark: Opp. to Oxford College","hsrlayout","9916760853","wifi; ac; tv; parking; meals; laundry; security","https://www.payingguestinbengaluru.com/PG-in-Bangalore-Assets/images/Paying-guest-in-bangalore-credits.jpg","https://www.payingguestinbengaluru.com/PG-in-Bangalore-Assets/images/Paying-guest-in-bangalore-credits.jpg; https://4.bp.blogspot.com/-lt4kGR9ax50/VM5m-z-7s8I/AAAAAAAAAL0/vcQF9UfUOa8/s1600/IMG_2806.JPG; https://1.bp.blogspot.com/-L1QAWDY5xVs/VM5m4Gm3TVI/AAAAAAAAALc/TqwecOEROyk/s1600/IMG_2800.JPG; https://4.bp.blogspot.com/-p_8D3PwiwkA/VM5mr9doSDI/AAAAAAAAAK8/FDdpTXZVvK8/s1600/IMG_2797.JPG; https://2.bp.blogspot.com/-snQf5-95Wcg/VM5mzRJ5P3I/AAAAAAAAALU/XKy66KPujEw/s1600/IMG_2798.JPG",5,"https://www.payingguestinbengaluru.com/SRI VENKATESHWARA NEW LUXURY PAYING GUEST FOR LADIES.html","payingguestinbengaluru.com"
"7 HILLS NEW EXECUTIVE  PAYING GUEST FOR LADIES","# 20,  Sri Hari Nilayam, Balaji Layout, HSR Layout 6th Sector, Bangalore Landmark: Behind Vishal Megamart,","hsrlayout","9861416161","wifi; ac; tv; meals; laundry; security; cctv; refrigerator","https://www.payingguestinbengaluru.com/Paying-Guest-(PGs)/Luxury-Paying-Guests-in-Bangalore/PG-in-Bangalore-HSR Layout-Bangalore.png","https://www.payingguestinbengaluru.com/Paying-Guest-(PGs)/Luxury-Paying-Guests-in-Bangalore/PG-in-Bangalore-HSR Layout-Bangalore.png; https://www.payingguestinbengaluru.com/Arrow.GIF; https://www.payingguestinbengaluru.com/PG in Bangalore for ladies and gents selct.jpg; https://www.payingguestinbengaluru.com/PG-in-Bangalore-Assets/PGs in Bangalore fight Covid 19/Paying Guest in Bengaluru-PGs-in-Bangalore fight Covid 19 (1).png; https://www.payingguestinbengaluru.com/PG-in-Bangalore-Assets/PGs in Bangalore fight Covid 19/Paying Guest in Bengaluru-PGs-in-Bangalore fight Covid 19 (2).png",5,"https://www.payingguestinbengaluru.com/hsrlayout.html","payingguestinbengaluru.com"
"SAI AARADYA NEW LUXURY PG FOR MEN","# 59, Near Appollo Pharamacy Opposite Street, 3rd Cross, Muneshwara Nagar, Kudlu Main Road, Hosapalya, Bangalore-560078 Landmark: Near Kudlu Gate, Hosur Main Road. Near Dmart","hsrlayout","8073856694","wifi; ac; tv; parking; meals; laundry; security; gym; refrigerator","https://images.unsplash.com/photo-1560448204-e02f11c3d0e2?w=800&q=80","https://images.unsplash.com/photo-1560448204-e02f11c3d0e2?w=800&q=80",1,"https://www.payingguestinbengaluru.com/LAKSHMI GANAPATHY PAYING GUEST FOR GENTS.html","payingguestinbengaluru.com"
"SRI RAJARAJESHWARI PG FOR MEN  IN KORAMANGALA","# 525, 1st Cross, Teacher's Colony, Bangalore - 560034","hsrlayout","9538198064","wifi; ac; tv; parking; meals; laundry; security; cctv; refrigerator","https://www.payingguestinbengaluru.com/PG-in-Bangalore-Assets/images/Paying-guest-in-bangalore-credits.jpg","https://www.payingguestinbengaluru.com/PG-in-Bangalore-Assets/images/Paying-guest-in-bangalore-credits.jpg; https://www.payingguestinbengaluru.com/PG-in-Bangalore-Assets/PGs in Bangalore fight Covid 19/Paying Guest in Bengaluru-PGs-in-Bangalore fight Covid 19 (1).png; https://www.payingguestinbengaluru.com/PG-in-Bangalore-Assets/PGs in Bangalore fight Covid 19/Paying Guest in Bengaluru-PGs-in-Bangalore fight Covid 19 (2).png; https://www.payingguestinbengaluru.com/PG-in-Bangalore-Assets/PGs in Bangalore fight Covid 19/Paying Guest in Bengaluru-PGs-in-Bangalore fight Covid 19 (3).png; https://4.bp.blogspot.com/-4BLWMBVENFs/XKoI7-Rt6fI/AAAAAAAAITQ/N_fwj0dCe4gKHCN65pRUbF3i1SIOLTOzgCLcBGAs/s1600/WhatsApp%2BImage%2B2019-04-05%2Bat%2B5.04.07%2BPM%25282%2529.jpeg",5,"https://www.payingguestinbengaluru.com/Sri-Rajarajeshwari-PG-for-Men-in-Koramangala-1st-Block-HSR-Bangalore.html","payingguestinbengaluru.com"
"SRI BHAVANI NEW LUXURY PG FOR MEN","No. 429, 16th Cross, 18th Main, 4th Sector HSR Layout, Bengaluru-560102 Landmark: Oxford College, Cult.fit Fitness Centre, Reliance Digital.","hsrlayout","9972624073","wifi; ac; tv; meals; laundry; security; cctv; refrigerator; microwave","https://www.payingguestinbengaluru.com/PG-in-Bangalore-Assets/images/Paying-guest-in-bangalore-credits.jpg","https://www.payingguestinbengaluru.com/PG-in-Bangalore-Assets/images/Paying-guest-in-bangalore-credits.jpg; https://1.bp.blogspot.com/-zv1ipBgvflQ/XfjxiByqo9I/AAAAAAAAIwo/1vM4XKWR91c66-0YNb2Mre7LTOoSPScygCLcBGAsYHQ/s1600/IMG-20191213-WA0035.jpg; https://1.bp.blogspot.com/-MQPavN7ptuo/Xfjw1BKS3eI/AAAAAAAAIvs/E1fJl7fFlakKOgpPFPz9fx3ovPg3zg0yQCLcBGAsYHQ/s1600/IMG-20191213-WA0016.jpg; https://1.bp.blogspot.com/-Q2U9Rnjvd4w/Xfjw1jnC4bI/AAAAAAAAIv0/dEa617YZC-k6gmsBsvL9NGmpeTnD2uGKgCLcBGAsYHQ/s1600/IMG-20191213-WA0020.jpg; https://1.bp.blogspot.com/-jzKsD3-bRog/XfjwzZMl_VI/AAAAAAAAIvU/hz29nhj_3-8KwlGvZrboZZpX89yr9uIZgCLcBGAsYHQ/s1600/IMG-20191213-WA0007.jpg",5,"https://www.payingguestinbengaluru.com/Sri-Bhavani-Mens-PG-in-HSR-Layout-Bangalore.html","payingguestinbengaluru.com"
"SUKASH NEW LUXURY PG FOR MEN","# 13, 13th B Cross, 6th Main Road, Teachers Colony, H S R Layout, Koramangala 1st Block. Near Rainbow Driving School, Bangalore - 560034","hsrlayout","9036223355","wifi; ac; tv; parking; meals; laundry; security; cctv; refrigerator","https://www.payingguestinbengaluru.com/PG-in-Bangalore-Assets/images/Paying-guest-in-bangalore-credits.jpg","https://www.payingguestinbengaluru.com/PG-in-Bangalore-Assets/images/Paying-guest-in-bangalore-credits.jpg; https://www.payingguestinbengaluru.com/PG-in-Bangalore-Assets/PGs in Bangalore fight Covid 19/Paying Guest in Bengaluru-PGs-in-Bangalore fight Covid 19 (1).png; https://www.payingguestinbengaluru.com/PG-in-Bangalore-Assets/PGs in Bangalore fight Covid 19/Paying Guest in Bengaluru-PGs-in-Bangalore fight Covid 19 (2).png; https://www.payingguestinbengaluru.com/PG-in-Bangalore-Assets/PGs in Bangalore fight Covid 19/Paying Guest in Bengaluru-PGs-in-Bangalore fight Covid 19 (3).png; https://www.payingguestinbengaluru.com/PG-in-Bangalore-Assets/Paying Guest Images/Palace PG/06.JPG",5,"https://www.payingguestinbengaluru.com/Sukash-Mens-PG-in-HSR-Layout-Bangalore.html","payingguestinbengaluru.com"
"SRI SAI NEW LUXURY PG FOR MEN","Near Ragavendra Tiffins, Koramangala 1st Block, Bengaluru, Karnataka","hsrlayout","9019150977","wifi; ac; tv; meals; laundry; security; cctv; refrigerator; microwave","https://www.payingguestinbengaluru.com/PG-in-Bangalore-Assets/images/Paying-guest-in-bangalore-credits.jpg","https://www.payingguestinbengaluru.com/PG-in-Bangalore-Assets/images/Paying-guest-in-bangalore-credits.jpg; https://www.payingguestinbengaluru.com/PG-in-Bangalore-Assets/Paying Guest in Bengaluru/PG-in-Bangalore-Mens-PG-in-Bangalore-PGs-in-Bangalore.png; https://www.payingguestinbengaluru.com/PG-in-Bangalore-Assets/PGs in Bangalore fight Covid 19/Paying Guest in Bengaluru-PGs-in-Bangalore fight Covid 19 (1).png; https://www.payingguestinbengaluru.com/PG-in-Bangalore-Assets/PGs in Bangalore fight Covid 19/Paying Guest in Bengaluru-PGs-in-Bangalore fight Covid 19 (2).png; https://www.payingguestinbengaluru.com/PG-in-Bangalore-Assets/PGs in Bangalore fight Covid 19/Paying Guest in Bengaluru-PGs-in-Bangalore fight Covid 19 (3).png",5,"https://www.payingguestinbengaluru.com/Sri-Sai-Inn-Mens-PG-in-Koramangala-Bangalore.html","payingguestinbengaluru.com"
"SRI LAKSHMI NARASHIMA NEW LUXURY PG FOR GENTS","# 100/35, 13th Cross, Venktapura, Kormangala, 1st Block, Near HSR Bus Stop, Bangalore-560034 Landmark: Rainbow  Driving School, Silk Board junction, BDA complex, Hyper mall.","hsrlayout","8123962941","wifi; ac; tv; meals; laundry; security; cctv; refrigerator; microwave","https://www.payingguestinbengaluru.com/PG-in-Bangalore-Assets/images/Paying-guest-in-bangalore-credits.jpg","https://www.payingguestinbengaluru.com/PG-in-Bangalore-Assets/images/Paying-guest-in-bangalore-credits.jpg; https://1.bp.blogspot.com/-YLdNvtbgWPo/YGEtoD3QNKI/AAAAAAAAJfU/eMvntgjLO38Reps4TYowl34bmJpRfnocgCLcBGAsYHQ/s2048/1616605960895.jpg; https://1.bp.blogspot.com/-KCq-BQG6nX0/YGEtpdDLESI/AAAAAAAAJfc/nJ-soCbgf2Qnser2ynSQwpUcy0gemZlngCLcBGAsYHQ/s2048/1616605960882.jpg; https://1.bp.blogspot.com/-pbsuXJ0SRdc/YGEt0a9fEJI/AAAAAAAAJgA/3i2nDsmhWSUZhtntkZlpOED9zHJj9yPmwCLcBGAsYHQ/s1040/1616606117212.jpg; https://1.bp.blogspot.com/-VN8pYia4UqM/YGEt1jfnIxI/AAAAAAAAJgI/9GiabklRmlQaC1NveHuMvw5f85KCBWGAgCLcBGAsYHQ/s1040/1616606117219.jpg",5,"https://www.payingguestinbengaluru.com/Laskhmi-Narasimha-PG-for-men-in-hsr-layout-Bangalore.html","payingguestinbengaluru.com"
"SRI CHANDU NEW LUXURY PG FOR MEN","#429, 16TH CROSS, 18TH MAIN, 4TH SECTOR, HSR LAYOUT BANGALORE - 102 Landmark: NEAR MUMBAI TIFFIN CENTRE","hsrlayout","8431628354","wifi; ac; tv; meals; laundry; security; cctv; refrigerator; microwave","https://www.payingguestinbengaluru.com/PG-in-Bangalore-Assets/images/Paying-guest-in-bangalore-credits.jpg","https://www.payingguestinbengaluru.com/PG-in-Bangalore-Assets/images/Paying-guest-in-bangalore-credits.jpg; https://1.bp.blogspot.com/-zv1ipBgvflQ/XfjxiByqo9I/AAAAAAAAIwo/1vM4XKWR91c66-0YNb2Mre7LTOoSPScygCLcBGAsYHQ/s1600/IMG-20191213-WA0035.jpg; https://1.bp.blogspot.com/-MQPavN7ptuo/Xfjw1BKS3eI/AAAAAAAAIvs/E1fJl7fFlakKOgpPFPz9fx3ovPg3zg0yQCLcBGAsYHQ/s1600/IMG-20191213-WA0016.jpg; https://1.bp.blogspot.com/-Q2U9Rnjvd4w/Xfjw1jnC4bI/AAAAAAAAIv0/dEa617YZC-k6gmsBsvL9NGmpeTnD2uGKgCLcBGAsYHQ/s1600/IMG-20191213-WA0020.jpg; https://1.bp.blogspot.com/-jzKsD3-bRog/XfjwzZMl_VI/AAAAAAAAIvU/hz29nhj_3-8KwlGvZrboZZpX89yr9uIZgCLcBGAsYHQ/s1600/IMG-20191213-WA0007.jpg",5,"https://www.payingguestinbengaluru.com/Chandu-Ladies-PG-in-HSR-Layout-Bangalore.html","payingguestinbengaluru.com"
"SRI LAKSHMI NEW EXECUTIVE PG FOR MEN   - AC & NON - AC ROOMS","# 20/20, 24th Main, 1st Cross, Near Anjaneya Swamy Temple & Govt School, Agara, HSR Layout, Bangalore Landmark: Near Anjaneya Swamy Temple and Agara Bustop, Close to NIFT College","hsrlayout","7799066011","wifi; ac; tv; meals; laundry; security; cctv; refrigerator; microwave","https://www.payingguestinbengaluru.com/PG-in-Bangalore-Assets/images/Paying-guest-in-bangalore-credits.jpg","https://www.payingguestinbengaluru.com/PG-in-Bangalore-Assets/images/Paying-guest-in-bangalore-credits.jpg; https://3.bp.blogspot.com/-Z91FOFgZXWg/VM5oiKHo-vI/AAAAAAAAANA/5Z2rRW1-It8/s1600/IMG_2786.JPG; https://4.bp.blogspot.com/-4RuawfHV8wg/VM5ocbpzU-I/AAAAAAAAAMo/BxN61XqlhT4/s1600/IMG_2783.JPG; https://1.bp.blogspot.com/-STSmrhXrl3I/VM5oeSOVWLI/AAAAAAAAAMw/DgoKL_RivYA/s1600/IMG_2784.JPG; https://1.bp.blogspot.com/-8w9WuIWyp90/VM5ofyqPXqI/AAAAAAAAAM4/br5L7zRCzgI/s1600/IMG_2785.JPG",5,"https://www.payingguestinbengaluru.com/SRI LAKSHMI NEW EXECUTIVE AC PG FOR MEN IN AGARA HSR BANGALORE.html","payingguestinbengaluru.com"
"SRI VINAYAKA NEW EXECUTIVE PG FOR MEN","203/50, Rajeev Gandi Street,","hsrlayout","9535636148","wifi; ac; tv; parking; meals; laundry; security; refrigerator","https://www.payingguestinbengaluru.com/PG-in-Bangalore-Assets/images/Paying-guest-in-bangalore-credits.jpg","https://www.payingguestinbengaluru.com/PG-in-Bangalore-Assets/images/Paying-guest-in-bangalore-credits.jpg; https://2.bp.blogspot.com/-9I3-_iPLL74/VOZDZouQJ1I/AAAAAAAAAZE/odyuxBsXHo0/s1600/IMG_3077.JPG; https://3.bp.blogspot.com/-izwjE5GACAs/VOZDZ2cpaRI/AAAAAAAAAZI/Q9mMO1bd_UQ/s1600/IMG_3078.JPG; https://2.bp.blogspot.com/-xudRN9pkQxw/VOZDnRsl5II/AAAAAAAAAZ8/N_aS199cpHg/s1600/IMG_3085.JPG; https://3.bp.blogspot.com/-7eNM0T0LsPM/WDkp7AQBbHI/AAAAAAAAGUE/9N6tYv7i058pLwvNDRwGQg0-GncPlWxBQCLcB/s1600/2.jpeg",5,"https://www.payingguestinbengaluru.com/SRI VINAYAKA NEW EXECUTIVE PG FOR MEN IN SILKBOARD BANGALORE.html","payingguestinbengaluru.com"
